Weight.g,Length.cm,Width.cm,Height.cm,Cost.TL,Age.years,Quality Score,Season Availability,Price.TL
574.5071229516849,33.22435347664345,7.311002024223814,6.298231821922203,62.110273022483305,8,13.089149515233405,0.5722785447634335,467.5296022264211
479.2603548243223,51.94109403047372,10.657907011601308,12.882443444943828,51.28815044863884,2,46.226707600976184,0.1323852365878156,445.5166051183027
597.1532807151038,30.188344688603184,12.375577931164202,8.874253559462105,61.418913892077455,19,14.200903900765447,0.12669152103711206,532.6175689062529
728.4544784612037,35.355957376906126,8.288078709399661,8.184110274623984,33.711943580136186,9,52.81150094749606,0.6449528313137344,576.9655104303469
464.8769937914996,44.62060893251896,12.557405930298852,8.952480706775331,61.40972172159381,5,73.72758200279108,0.3951834026730513,335.0969909729582
464.8794564576229,47.83390509282596,6.312449206598751,13.059855498503904,69.88829056415169,5,55.78093470660265,0.6153998531247034,449.7512850464916
736.8819223261087,37.48461113955504,14.356353097547682,6.012813992137104,74.41101207862465,19,25.27673826035022,0.24727339802438886,545.334496034177
615.1152093729363,34.02489805308358,10.042447794897274,5.759164162127222,90.27108589297399,4,36.02580256142161,0.7991761175525006,551.1658110882634
429.5788421097572,54.223698616985075,8.21076577609336,6.490267606856158,54.88196887004773,16,64.21870103285761,0.874647735160211,405.88646658912535
581.3840065378947,57.388996637975794,9.102454682717697,8.064286293929122,55.47822173694358,16,59.38578636114319,0.9003030418764043,509.27668110797185
430.48734607813066,49.788580507817954,12.42675780817816,4.548457750374853,19.536550716523045,16,14.540704024012015,0.37366712994821616,333.97620133094733
430.1405369644615,40.85318142565024,8.246634124448686,8.044678478637216,39.371771977231504,7,84.64999788304416,0.6946618308622585,412.3965244399951
536.2943407349051,31.917342783590737,7.751926931731667,11.387094266827344,46.13835851986775,18,48.04370231245453,0.35113814841723423,355.99724644184414
213.00796330133034,31.695555934434346,9.335390207248786,8.302814781249555,71.0063910455271,1,17.074553228112908,0.7864811387304206,258.20907631932124
241.26232512304506,45.22514105265758,6.469113661690096,7.414629082049446,37.77997751820742,3,13.159827714898196,0.20847250200369122,222.6264451399781
415.6568706138541,44.18398220888684,15.461631723825446,6.763679102632745,65.92680039497665,8,96.58962568986789,0.7864883300090451,385.24063369417723
348.0753319498364,54.01598592946429,8.300816226355831,9.79702340910313,49.9675656607324,1,28.871976006181054,0.4957557738971813,341.3957537106816
547.1370998892911,46.50450092536139,12.49485035854121,6.348334453523905,46.456637697704764,7,90.95076520372122,0.8699945413919753,492.0754597390704
363.79638867181836,24.96919698240182,10.628410250943318,11.692791841198495,54.97787938266513,7,41.64794457812495,0.7650377739875318,323.5444928877191
288.1544447997063,50.51947617722919,7.046397848554095,11.866719495428715,42.176872554943145,8,39.20622161486584,0.43886767662683646,404.0070414926659
719.8473153382331,30.01939372685587,9.982135872361813,8.513501597323575,41.41925503814669,19,70.39196799529377,0.9131852668244073,490.69739616546514
466.13355492701965,36.16028728047648,12.352008337932244,7.9769698238467095,15.904281884197708,17,1.978445489770682,0.3550034253477793,309.98160806108007
510.12923070318857,42.502002062516944,9.43521599474108,10.061319616483118,45.04091585344221,11,34.47086264140866,0.9702897682923309,418.005781898264
286.28777206798145,59.95667489783965,13.579338837553085,10.18959700445465,40.40063707702547,15,30.961925506989083,0.7904830455601158,378.06138682552967
418.3425913212226,71.09918556005361,13.06454617834559,6.388016537881169,39.68038021301841,9,86.9417113341206,0.9916073661440703,516.1184133660353
516.6383884564799,46.06723059136183,12.756744563974987,6.9468897337265965,58.3374612518008,17,53.38323036305754,0.1485141547586298,406.3427346297104
327.3509633866546,38.168033812796125,8.621029683181009,5.355305130633409,63.172639055810194,11,37.09244556520094,0.3466324412894177,405.9484027546788
556.3547027518508,45.345056484805504,6.760472656655539,8.818129876668115,54.643890092846554,6,27.341851719672093,0.7671378308630259,447.35313113344984
409.9041965121793,48.87655425873836,8.159237183911618,9.333255766913782,69.90830380898949,9,59.46047107225228,0.9300247311253378,385.91049486477004
456.2459375310085,36.793323744428086,10.588722822000161,5.300148724277454,61.51123851660731,18,16.015640913793103,0.12589373540750767,422.7441310458938
409.74400816559046,57.95211355912322,11.637360140597067,7.089602190367682,44.09887620388716,2,25.374272082369377,0.10000836637802628,466.94815235017404
777.8417276763407,42.30070759191402,3.4852857857186574,5.305492164837302,40.7428742857124,4,30.067604341410224,0.33061836633062297,558.4233746517136
497.9754162893099,44.97743089091394,9.975660395164748,6.202400379512325,56.25644473533693,18,61.182985813087164,0.8675008089684052,355.4480876312122
341.34336065661495,46.659242520544616,10.474267675969553,9.102034120452599,61.47534219803802,1,37.952240942631065,0.7904377919289025,380.74410513552726
623.3817368154783,44.21586610614456,9.167367231053346,6.533035866643441,77.95688614062996,11,51.0725467118849,0.40624971595197135,608.6339645442691
316.8734525043467,48.38940500469612,13.873821517047636,7.398348087935402,73.82346089880191,3,65.39338811289208,0.10181013791089218,244.41164382949313
531.3295392507133,33.82746813453077,11.265340222752613,4.745376544105369,39.17053986985662,8,95.67088847996104,0.5992351668583544,420.45357466505834
206.04948141803368,34.41698246053969,13.93057572424269,8.373980419449328,47.95987439745477,5,76.71890231317248,0.3141599243058558,245.15776871744993
300.7720926652354,28.998457670283052,9.352118438949303,7.911453360310702,63.4203560983554,5,41.12042127663866,0.7710480356498592,257.8003210148027
529.5291853803685,44.39501230620226,12.812432477520774,6.542081499933675,71.35995556117945,11,75.07926206532842,0.5017146979443634,506.1739297039943
610.7699869993115,47.78936503512114,14.905199183582559,7.621971404635052,68.77938937409584,12,95.01972391100205,0.7107417307429004,421.4286891205277
525.7052421784956,44.57772866151886,13.935080347817983,8.360589761006889,48.722443343373065,9,50.43867401975836,0.8670779468994613,428.1307749795789
482.6527576417639,56.744924333475375,6.723575219713801,6.370263702181312,24.91954695142967,13,41.63919637916608,0.582183819566653,459.8262348360879
454.83444566160665,39.94403981170954,9.238971767372856,5.047474911996441,30.021272475088175,3,8.723851201072918,0.40235998665546313,408.6869817437206
278.22170144488587,46.687416555925125,8.964505883650611,11.61114886537363,55.45267028638828,13,89.34466669443536,0.7925891914137241,362.8768610490088
392.02336874079367,29.08299123860686,11.467763605228983,6.733454590579455,56.84451158848691,11,25.396993798571902,0.3386685157940601,349.08085808189014
430.90418435603186,36.12900297525599,12.0590606650436,7.806479793626221,28.026412531312303,11,7.331831785094815,0.9023669344957908,354.4631390443692
658.5683339328374,46.95537757565778,7.483321977922791,10.021679470040628,50.89139221778543,7,54.18314517251722,0.1642848820596422,483.3308471605029
551.5427434352692,48.491021107431436,10.203515541750813,15.058110375140968,62.624487139435665,17,84.74406495019099,0.8519217769976902,443.28589065976695
235.5439766955899,37.060330523358175,3.940218003531591,5.511027100222268,26.975466849857117,16,41.25687050668219,0.18240015454385597,278.4034110693478
548.6125954092192,39.28400748141933,14.32583501740567,8.89965442745302,72.09994403608829,14,78.52367954574261,0.15052328236883417,470.7952888423244
442.2376579375525,24.821262533191906,8.46287727796992,6.584895429411787,42.4493770288035,1,83.80320472111558,0.4269312436133448,383.58547527336543
398.46169995410617,36.42970799193391,10.167591819533492,6.922419390846578,75.15226225153302,11,45.98595232316651,0.9608944190273452,338.77555114279943
591.7514433261301,48.90383163519786,9.071050858035816,6.55957595798642,39.330951084481995,13,59.50455152810689,0.9851374487724419,428.1311701019179
654.6499283743926,45.75205016106566,13.438082725040246,5.74869006439883,29.46749034231642,1,53.85731755535507,0.2818634508695434,507.4558708184177
639.6920178674297,45.0066572138121,2.0,7.917417276430677,40.83726020316561,2,93.98039030181565,0.23377380009585955,357.74535391575125
374.11737151660424,40.4977368718096,9.950168973022272,5.050994625903529,48.0970375384536,9,72.82506282408437,0.41765799839929985,214.3454184248172
453.6181436223178,40.07063158628176,9.682543727506907,9.89361513302374,42.23040186457038,13,92.6089382662412,0.4033781567929664,439.63045173495726
549.6895147105346,33.39678860526553,8.639090837224952,8.110005872066749,45.67997156853773,5,22.780987828135213,0.7836335944641771,387.94790728642175
646.3317690683539,46.98828420202535,15.178679636906898,8.84486994580288,56.679302993523805,9,31.713448331434375,0.49959911867205353,526.4364195462855
428.1238643232065,44.2097294438939,7.338011623432687,7.067622776107554,46.57641260407201,13,8.020433844826702,0.801895227161062,398.95379380679867
472.1511535004274,44.920188479927994,12.315388531706983,7.265592131576503,48.67775212095986,5,50.49088771288496,0.7738417873225413,464.6229756515461
334.0497538990958,34.739651573324196,11.068758366118251,8.575127810334656,15.815472015948082,15,87.51844425920517,0.620479387113331,275.69160485349033
320.5690063878994,18.466570801287556,13.784557757606548,5.671898735188349,57.83396032020946,7,33.35782301594085,0.8501608897674896,270.41361370332544
621.8788733591297,50.97152711753696,7.998432745667484,7.284019131173328,48.21593404616664,14,13.69992858798382,0.2760829718974364,457.29554932182305
703.4360042856234,35.211625439915956,7.801093302628724,6.280772972243092,82.20585960965741,16,7.776179237976246,0.245629446094462,551.9612634290969
489.19848176294994,31.372242359568794,13.288209722432196,6.218862378817971,31.208696654920836,6,45.3025269798418,0.7755852326524014,411.9301607422203
650.5299346838036,46.934789119139936,11.27596392499033,3.780323518748717,13.834093430009709,2,17.238152718247566,0.32031735593976596,525.5717564809142
